,cnt,MLE
sex,14,-14.285272162365544
fly,2,-16.607200257252906
grounds,21,-13.732731139336765
strikingly,4,-15.8702346630867
wear,5,-15.607200257252906
pink,2,-16.607200257252906
ribbons,2,-16.607200257252906
pursue,3,-16.19216275797406
increase,25,-13.49172303983297
enjoyment,51,-12.49172303983297
deficiencies,4,-15.8702346630867
band,2,-16.607200257252906
witnessed,9,-14.8702346630867
union,6,-15.384807835916458
appearing,12,-14.49172303983297
group,5,-15.607200257252906
stop,19,-13.8702346630867
While,27,-13.384807835916458
defer,10,-14.732731139336765
suspected,20,-13.799845335195302
extraordinary,34,-13.062879741029095
above,29,-13.285272162365544
embarrassment,14,-14.285272162365544
impartiality,2,-16.607200257252906
tenant,12,-14.49172303983297
departure,9,-14.8702346630867
revenge,2,-16.607200257252906
disappeared,4,-15.8702346630867
persuade,23,-13.607200257252906
compassion,28,-13.33418176284649
valued,12,-14.49172303983297
easily,42,-12.765898003271964
wondered,14,-14.285272162365544
comprehension,7,-15.192162757974062
estate,24,-13.548306568199337
dispose,4,-15.8702346630867
application,11,-14.607200257252906
nervous,17,-14.02223775653175
thrill,2,-16.607200257252906
instinctively,3,-16.19216275797406
glanced,2,-16.607200257252906
distant,18,-13.944235244530477
pen,8,-15.02223775653175
pausing,3,-16.19216275797406
listening,19,-13.8702346630867
VIII,2,-16.607200257252906
11,2,-16.607200257252906
amazed,2,-16.607200257252906
elevation,3,-16.19216275797406
clear,31,-13.192162757974062
unfortunately,16,-14.104699916723723
seriously,25,-13.49172303983297
devoted,9,-14.8702346630867
infirm,4,-15.8702346630867
Four,5,-15.607200257252906
firm,7,-15.192162757974062
possibilities,2,-16.607200257252906
conquests,2,-16.607200257252906
fetch,11,-14.607200257252906
pardon,18,-13.944235244530477
explain,13,-14.384807835916458
remembrance,21,-13.732731139336765
fanciful,4,-15.8702346630867
unfair,5,-15.607200257252906
conjectures,5,-15.607200257252906
disdain,4,-15.8702346630867
writes,11,-14.607200257252906
interests,3,-16.19216275797406
Aye,20,-13.799845335195302
uneasy,14,-14.285272162365544
trial,10,-14.732731139336765
generally,44,-12.700309661644388
An,21,-13.732731139336765
hither,4,-15.8702346630867
younger,11,-14.607200257252906
unlike,13,-14.384807835916458
value,37,-12.944235244530477
injury,8,-15.02223775653175
mortifying,8,-15.02223775653175
endure,18,-13.944235244530477
Abbey,27,-13.384807835916458
working,6,-15.384807835916458
turning,44,-12.700309661644388
duty,42,-12.765898003271964
continuing,16,-14.104699916723723
renounced,2,-16.607200257252906
Dear,29,-13.285272162365544
flourishing,2,-16.607200257252906
professions,8,-15.02223775653175
hit,3,-16.19216275797406
method,7,-15.192162757974062
preserving,4,-15.8702346630867
peace,22,-13.66860080191705
censure,12,-14.49172303983297
undiscerning,2,-16.607200257252906
prejudiced,3,-16.19216275797406
unjust,15,-14.192162757974062
indifferent,32,-13.147768638615608
seclude,2,-16.607200257252906
third,14,-14.285272162365544
energy,6,-15.384807835916458
ridiculous,9,-14.8702346630867
exertion,26,-13.437275255810594
hazarded,4,-15.8702346630867
enquiries,10,-14.732731139336765
voluntary,6,-15.384807835916458
confirming,3,-16.19216275797406
perpetual,6,-15.384807835916458
civilly,4,-15.8702346630867
offering,14,-14.285272162365544
actually,36,-12.982709392345113
prompt,7,-15.192162757974062
lives,19,-13.8702346630867
Had,44,-12.700309661644388
vehemence,2,-16.607200257252906
relations,22,-13.66860080191705
devil,5,-15.607200257252906
leading,14,-14.285272162365544
penance,8,-15.02223775653175
agree,22,-13.66860080191705
defence,5,-15.607200257252906
distinguish,9,-14.8702346630867
bow,12,-14.49172303983297
comprehended,6,-15.384807835916458
acknowledgement,2,-16.607200257252906
curtsey,2,-16.607200257252906
possibly,23,-13.607200257252906
degradation,5,-15.607200257252906
duties,11,-14.607200257252906
resident,3,-16.19216275797406
vain,39,-12.8702346630867
threw,5,-15.607200257252906
folding,4,-15.8702346630867
exultation,10,-14.732731139336765
boasting,2,-16.607200257252906
space,9,-14.8702346630867
possibility,24,-13.548306568199337
extent,13,-14.384807835916458
proud,16,-14.104699916723723
walls,8,-15.02223775653175
feet,4,-15.8702346630867
asunder,5,-15.607200257252906
acquit,8,-15.02223775653175
seduced,2,-16.607200257252906
mischievous,2,-16.607200257252906
imagination,20,-13.799845335195302
suggested,12,-14.49172303983297
quit,17,-14.02223775653175
interchange,4,-15.8702346630867
seated,15,-14.192162757974062
shocking,14,-14.285272162365544
roof,5,-15.607200257252906
visited,19,-13.8702346630867
Stanhill,2,-16.607200257252906
hurrying,11,-14.607200257252906
Where,24,-13.548306568199337
moderate,11,-14.607200257252906
powers,18,-13.944235244530477
Excuse,4,-15.8702346630867
act,26,-13.437275255810594
defy,2,-16.607200257252906
suggestions,4,-15.8702346630867
opposite,12,-14.49172303983297
invalid,7,-15.192162757974062
decline,4,-15.8702346630867
compliments,20,-13.799845335195302
signify,7,-15.192162757974062
moreover,14,-14.285272162365544
charming,41,-12.799845335195302
today,10,-14.732731139336765
tomorrow,15,-14.192162757974062
ecstasy,4,-15.8702346630867
God,21,-13.732731139336765
various,12,-14.49172303983297
portraits,3,-16.19216275797406
finished,20,-13.799845335195302
decide,11,-14.607200257252906
pays,3,-16.19216275797406
accommodate,6,-15.384807835916458
probability,26,-13.437275255810594
inspect,2,-16.607200257252906
support,23,-13.607200257252906
fall,18,-13.944235244530477
sly,5,-15.607200257252906
staid,10,-14.732731139336765
won,12,-14.49172303983297
t,66,-12.12607356751629
colds,3,-16.19216275797406
wholesome,5,-15.607200257252906
gently,5,-15.607200257252906
brothers,4,-15.8702346630867
changed,20,-13.799845335195302
green,8,-15.02223775653175
unkind,7,-15.192162757974062
keep,62,-12.214882834474146
curacy,7,-15.192162757974062
shift,4,-15.8702346630867
putting,20,-13.799845335195302
probably,55,-12.384807835916458
thin,5,-15.607200257252906
upright,9,-14.8702346630867
formality,3,-16.19216275797406
gloried,4,-15.8702346630867
integrity,5,-15.607200257252906
offences,2,-16.607200257252906
punishment,7,-15.192162757974062
plenty,6,-15.384807835916458
don,18,-13.944235244530477
Mill,9,-14.8702346630867
Farm,3,-16.19216275797406
listener,3,-16.19216275797406
deal,139,-11.062879741029095
smirked,2,-16.607200257252906
passing,25,-13.49172303983297
laugh,26,-13.437275255810594
introduced,25,-13.49172303983297
dine,27,-13.384807835916458
astonishment,25,-13.49172303983297
imagining,3,-16.19216275797406
Woodhouses,4,-15.8702346630867
generations,3,-16.19216275797406
branch,3,-16.19216275797406
Eltons,11,-14.607200257252906
introduction,15,-14.192162757974062
indefatigable,2,-16.607200257252906
wedding,16,-14.104699916723723
weddings,2,-16.607200257252906
finery,5,-15.607200257252906
parade,6,-15.384807835916458
white,12,-14.49172303983297
satin,2,-16.607200257252906
lace,5,-15.607200257252906
pitiful,4,-15.8702346630867
Selina,7,-15.192162757974062
stare,2,-16.607200257252906
arrangement,27,-13.384807835916458
dropped,9,-14.8702346630867
Almost,2,-16.607200257252906
ascertain,9,-14.8702346630867
confinement,7,-15.192162757974062
steady,16,-14.104699916723723
counsel,7,-15.192162757974062
varying,6,-15.384807835916458
opinions,28,-13.33418176284649
entertainment,8,-15.02223775653175
occupation,8,-15.02223775653175
concert,17,-14.02223775653175
during,33,-13.104699916723723
tippet,2,-16.607200257252906
errand,9,-14.8702346630867
rejoiced,13,-14.384807835916458
sound,19,-13.8702346630867
obligation,9,-14.8702346630867
subsequent,4,-15.8702346630867
seriousness,2,-16.607200257252906
deserves,7,-15.192162757974062
employment,19,-13.8702346630867
glass,6,-15.384807835916458
balls,5,-15.607200257252906
extensive,7,-15.192162757974062
worth,61,-12.237966447587187
error,12,-14.49172303983297
double,5,-15.607200257252906
contradict,4,-15.8702346630867
confirm,4,-15.8702346630867
also,37,-12.944235244530477
allow,66,-12.12607356751629
repulsive,2,-16.607200257252906
parts,8,-15.02223775653175
Augusta,3,-16.19216275797406
deliberation,2,-16.607200257252906
including,4,-15.8702346630867
coloured,7,-15.192162757974062
trusted,14,-14.285272162365544
complacency,7,-15.192162757974062
overcome,29,-13.285272162365544
solitude,13,-14.384807835916458
reflection,29,-13.285272162365544
recover,10,-14.732731139336765
compared,13,-14.384807835916458
Not,50,-12.519737416002567
occurred,36,-12.982709392345113
prepare,6,-15.384807835916458
burst,23,-13.607200257252906
horror,11,-14.607200257252906
claimed,5,-15.607200257252906
improper,5,-15.607200257252906
scene,12,-14.49172303983297
hating,2,-16.607200257252906
conjecture,9,-14.8702346630867
seeming,11,-14.607200257252906
probable,16,-14.104699916723723
quietly,15,-14.192162757974062
amiss,6,-15.384807835916458
boot,3,-16.19216275797406
arrange,4,-15.8702346630867
pang,4,-15.8702346630867
suspicions,13,-14.384807835916458
gloom,3,-16.19216275797406
waiting,38,-12.906760539111813
Lyme,53,-12.437275255810594
brain,5,-15.607200257252906
broken,15,-14.192162757974062
renewed,8,-15.02223775653175
hesitation,13,-14.384807835916458
shock,12,-14.49172303983297
fling,2,-16.607200257252906
slave,3,-16.19216275797406
trade,7,-15.192162757974062
pursuits,11,-14.607200257252906
weaken,4,-15.8702346630867
impressions,4,-15.8702346630867
strengthened,7,-15.192162757974062
happily,17,-14.02223775653175
engrafted,2,-16.607200257252906
cautious,9,-14.8702346630867
accounted,2,-16.607200257252906
previous,13,-14.384807835916458
tranquillity,9,-14.8702346630867
alarming,9,-14.8702346630867
constancy,11,-14.607200257252906
deprive,2,-16.607200257252906
fair,36,-12.982709392345113
Consider,6,-15.384807835916458
dearest,27,-13.384807835916458
thanked,12,-14.49172303983297
form,36,-12.982709392345113
secrecy,10,-14.732731139336765
invaluable,3,-16.19216275797406
agony,13,-14.384807835916458
privilege,10,-14.732731139336765
liberty,25,-13.49172303983297
wandering,4,-15.8702346630867
free,20,-13.799845335195302
luxurious,4,-15.8702346630867
Palmers,10,-14.732731139336765
indulgence,20,-13.799845335195302
rambles,2,-16.607200257252906
travel,5,-15.607200257252906
soft,9,-14.8702346630867
genial,2,-16.607200257252906
leaning,9,-14.8702346630867
arm,23,-13.607200257252906
authorised,5,-15.607200257252906
fatigue,9,-14.8702346630867
sing,3,-16.19216275797406
unconscious,4,-15.8702346630867
innocent,3,-16.19216275797406
appropriated,2,-16.607200257252906
invited,30,-13.237966447587187
Thursday,5,-15.607200257252906
Saturday,8,-15.02223775653175
hypocrite,2,-16.607200257252906
Other,4,-15.8702346630867
Weymouth,16,-14.104699916723723
softness,3,-16.19216275797406
upper,4,-15.8702346630867
notes,5,-15.607200257252906
prize,7,-15.192162757974062
middle,13,-14.384807835916458
strangers,9,-14.8702346630867
parlour,22,-13.66860080191705
precaution,2,-16.607200257252906
cast,6,-15.384807835916458
likewise,19,-13.8702346630867
raptures,8,-15.02223775653175
Does,6,-15.384807835916458
ground,25,-13.49172303983297
entreat,10,-14.732731139336765
honour,48,-12.577452913858854
trying,38,-12.906760539111813
appeal,4,-15.8702346630867
cheering,2,-16.607200257252906
deprecated,2,-16.607200257252906
recovered,24,-13.548306568199337
schemes,8,-15.02223775653175
execution,3,-16.19216275797406
elsewhere,10,-14.732731139336765
fulfilled,3,-16.19216275797406
visions,2,-16.607200257252906
along,19,-13.8702346630867
glimpse,6,-15.384807835916458
discern,6,-15.384807835916458
Look,7,-15.192162757974062
hills,8,-15.02223775653175
Thirteen,2,-16.607200257252906
neighbours,18,-13.944235244530477
intimate,26,-13.437275255810594
widower,5,-15.607200257252906
discovered,10,-14.732731139336765
Sixteen,2,-16.607200257252906
nay,12,-14.49172303983297
obstacle,3,-16.19216275797406
wrong,51,-12.49172303983297
Harville,62,-12.214882834474146
ll,2,-16.607200257252906
clouds,5,-15.607200257252906
dispersing,2,-16.607200257252906
across,15,-14.192162757974062
sky,3,-16.19216275797406
frequently,20,-13.799845335195302
impediment,3,-16.19216275797406
reproached,3,-16.19216275797406
believing,12,-14.49172303983297
incapable,5,-15.607200257252906
generosity,9,-14.8702346630867
contrary,20,-13.799845335195302
doctrine,2,-16.607200257252906
couple,32,-13.147768638615608
attracted,3,-16.19216275797406
resemblance,16,-14.104699916723723
disposition,40,-12.834610753355978
returning,36,-12.982709392345113
boys,20,-13.799845335195302
supplication,3,-16.19216275797406
objections,10,-14.732731139336765
subside,2,-16.607200257252906
confirmation,5,-15.607200257252906
succession,4,-15.8702346630867
important,32,-13.147768638615608
inheriting,3,-16.19216275797406
property,23,-13.607200257252906
guard,8,-15.02223775653175
screen,5,-15.607200257252906
particularity,3,-16.19216275797406
quickened,2,-16.607200257252906
pace,9,-14.8702346630867
regiment,2,-16.607200257252906
fame,4,-15.8702346630867
save,8,-15.02223775653175
dying,7,-15.192162757974062
action,11,-14.607200257252906
sinking,8,-15.02223775653175
nearest,7,-15.192162757974062
infancy,2,-16.607200257252906
guardianship,2,-16.607200257252906
secures,2,-16.607200257252906
spending,10,-14.732731139336765
freely,2,-16.607200257252906
dogs,3,-16.19216275797406
sporting,4,-15.8702346630867
inconsiderable,4,-15.8702346630867
domestic,20,-13.799845335195302
privy,3,-16.19216275797406
altering,2,-16.607200257252906
attitude,5,-15.607200257252906
insensible,12,-14.49172303983297
presence,20,-13.799845335195302
joined,35,-13.02223775653175
fix,13,-14.384807835916458
inn,15,-14.192162757974062
suited,16,-14.104699916723723
moved,14,-14.285272162365544
alteration,13,-14.384807835916458
tedious,3,-16.19216275797406
dull,13,-14.384807835916458
homes,4,-15.8702346630867
top,3,-16.19216275797406
coxcomb,4,-15.8702346630867
Exeter,13,-14.384807835916458
discovering,3,-16.19216275797406
invite,17,-14.02223775653175
source,12,-14.49172303983297
repentance,2,-16.607200257252906
dissolved,3,-16.19216275797406
riddle,5,-15.607200257252906
gratification,9,-14.8702346630867
stept,3,-16.19216275797406
forgetting,9,-14.8702346630867
escorted,2,-16.607200257252906
tete,12,-14.49172303983297
consequence,65,-12.147768638615608
Enscombe,26,-13.437275255810594
employed,22,-13.66860080191705
quitted,23,-13.607200257252906
Oxford,7,-15.192162757974062
hold,30,-13.237966447587187
ignorant,13,-14.384807835916458
treatment,8,-15.02223775653175
laid,20,-13.799845335195302
banished,4,-15.8702346630867
illiterate,4,-15.8702346630867
vulgar,10,-14.732731139336765
pondered,3,-16.19216275797406
apprehensive,5,-15.607200257252906
continuance,9,-14.8702346630867
mortify,3,-16.19216275797406
comparatively,7,-15.192162757974062
wound,11,-14.607200257252906
pointedly,5,-15.607200257252906
slighted,11,-14.607200257252906
construction,2,-16.607200257252906
promising,8,-15.02223775653175
undesignedly,2,-16.607200257252906
Recollecting,2,-16.607200257252906
downstairs,4,-15.8702346630867
expose,7,-15.192162757974062
housekeeper,12,-14.49172303983297
examination,7,-15.192162757974062
stores,2,-16.607200257252906
quality,2,-16.607200257252906
note,32,-13.147768638615608
owned,6,-15.384807835916458
reasonings,2,-16.607200257252906
desperate,7,-15.192162757974062
carelessness,3,-16.19216275797406
copied,2,-16.607200257252906
betraying,7,-15.192162757974062
recommended,20,-13.799845335195302
medical,2,-16.607200257252906
skill,5,-15.607200257252906
otherwise,40,-12.834610753355978
created,3,-16.19216275797406
communicate,9,-14.8702346630867
conceal,17,-14.02223775653175
sakes,4,-15.8702346630867
talks,8,-15.02223775653175
ambition,3,-16.19216275797406
disagreeable,22,-13.66860080191705
inconvenient,8,-15.02223775653175
behaving,5,-15.607200257252906
honourably,3,-16.19216275797406
kindly,13,-14.384807835916458
hearts,5,-15.607200257252906
promote,10,-14.732731139336765
decidedly,16,-14.104699916723723
suddenly,15,-14.192162757974062
feels,11,-14.607200257252906
suffers,3,-16.19216275797406
watches,2,-16.607200257252906
boat,2,-16.607200257252906
turns,13,-14.384807835916458
knows,39,-12.8702346630867
constantly,9,-14.8702346630867
oppressed,9,-14.8702346630867
anguish,3,-16.19216275797406
